dteday,season_hour,year_hour,month_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,humidity,windspeed_hour,casual_hour,registered_hour,cnt_hour,hour_category,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum,windspeed_day,casual_day,registered_day,cnt_day,month_name,usage_category,usage_manual
2011-01-03,Spring,2011,1,7,0,1,1,Clear,0.14,0.1364,0.5,0.194,1,63,64,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,8,0,1,1,Clear,0.14,0.1212,0.5,0.2836,1,153,154,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,9,0,1,1,Clear,0.16,0.1364,0.43,0.3881,7,81,88,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,10,0,1,1,Clear,0.18,0.1667,0.43,0.2537,11,33,44,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,11,0,1,1,Clear,0.2,0.1818,0.4,0.3284,10,41,51,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,12,0,1,1,Clear,0.22,0.2121,0.35,0.2985,13,48,61,Pagi,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,13,0,1,1,Clear,0.24,0.2121,0.35,0.2836,8,53,61,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,14,0,1,1,Clear,0.26,0.2424,0.3,0.2836,11,66,77,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,15,0,1,1,Clear,0.26,0.2424,0.3,0.2537,14,58,72,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,16,0,1,1,Clear,0.26,0.2424,0.3,0.2537,9,67,76,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,17,0,1,1,Clear,0.24,0.2273,0.3,0.2239,11,146,157,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,18,0,1,1,Clear,0.24,0.2576,0.32,0.1045,9,148,157,Siang,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,19,0,1,1,Clear,0.2,0.2576,0.47,0.0,8,102,110,Malam,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,20,0,1,1,Clear,0.2,0.2273,0.47,0.1045,3,49,52,Malam,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,21,0,1,1,Clear,0.18,0.197,0.64,0.1343,3,49,52,Malam,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,22,0,1,1,Clear,0.14,0.1515,0.69,0.1343,0,20,20,Malam,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-03,Spring,2011,1,23,0,1,1,Clear,0.18,0.2121,0.55,0.1045,1,11,12,Malam,Spring,2011,1,0,1,1,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,January,Low,Low
2011-01-04,Spring,2011,1,0,0,2,1,Clear,0.16,0.1818,0.55,0.1045,0,5,5,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,1,0,2,1,Clear,0.16,0.1818,0.59,0.1045,0,2,2,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,2,0,2,1,Clear,0.14,0.1515,0.63,0.1343,0,1,1,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,4,0,2,1,Clear,0.14,0.1818,0.63,0.0896,0,2,2,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,5,0,2,1,Clear,0.12,0.1515,0.68,0.1045,0,4,4,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,6,0,2,1,Clear,0.12,0.1515,0.74,0.1045,0,36,36,Dini Hari,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,7,0,2,1,Clear,0.12,0.1515,0.74,0.1343,2,92,94,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,8,0,2,1,Clear,0.14,0.1515,0.69,0.1642,2,177,179,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,9,0,2,1,Clear,0.16,0.1515,0.64,0.2239,2,98,100,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,10,0,2,1,Mist,0.16,0.1364,0.69,0.3284,5,37,42,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,11,0,2,1,Clear,0.22,0.2121,0.51,0.2985,7,50,57,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,12,0,2,1,Clear,0.22,0.2273,0.51,0.1642,12,66,78,Pagi,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,13,0,2,1,Clear,0.24,0.2273,0.56,0.194,18,79,97,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,14,0,2,1,Clear,0.26,0.2576,0.52,0.2239,9,54,63,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,15,0,2,1,Clear,0.28,0.2727,0.52,0.2537,17,48,65,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,16,0,2,1,Clear,0.3,0.2879,0.49,0.2537,15,68,83,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,17,0,2,1,Clear,0.28,0.2727,0.48,0.2239,10,202,212,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,18,0,2,1,Clear,0.26,0.2576,0.48,0.194,3,179,182,Siang,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,19,0,2,1,Clear,0.24,0.2576,0.48,0.1045,2,110,112,Malam,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,20,0,2,1,Clear,0.24,0.2576,0.48,0.1045,1,53,54,Malam,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,21,0,2,1,Clear,0.22,0.2727,0.64,0.0,0,48,48,Malam,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,22,0,2,1,Clear,0.22,0.2576,0.64,0.0896,1,34,35,Malam,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-04,Spring,2011,1,23,0,2,1,Clear,0.2,0.2273,0.69,0.0896,2,9,11,Malam,Spring,2011,1,0,2,1,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,January,Low,Low
2011-01-05,Spring,2011,1,0,0,3,1,Clear,0.2,0.2576,0.64,0.0,0,6,6,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,1,0,3,1,Clear,0.16,0.197,0.74,0.0896,0,6,6,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,2,0,3,1,Clear,0.16,0.197,0.74,0.0896,0,2,2,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,4,0,3,1,Clear,0.24,0.2273,0.48,0.2239,0,2,2,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,5,0,3,1,Clear,0.22,0.2273,0.47,0.1642,0,3,3,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,6,0,3,1,Clear,0.2,0.197,0.47,0.2239,0,33,33,Dini Hari,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,7,0,3,1,Clear,0.18,0.1818,0.43,0.194,1,87,88,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,8,0,3,1,Clear,0.2,0.1818,0.4,0.2985,3,192,195,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,9,0,3,1,Clear,0.22,0.197,0.37,0.3284,6,109,115,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,10,0,3,1,Clear,0.22,0.197,0.37,0.3284,4,53,57,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,11,0,3,1,Clear,0.26,0.2273,0.33,0.3284,12,34,46,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,12,0,3,1,Clear,0.26,0.2273,0.33,0.3284,5,74,79,Pagi,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,13,0,3,1,Clear,0.28,0.2576,0.3,0.2985,6,65,71,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,14,0,3,1,Clear,0.3,0.2879,0.28,0.194,10,52,62,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,15,0,3,1,Clear,0.3,0.2879,0.28,0.194,7,55,62,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,16,0,3,1,Clear,0.3,0.3182,0.28,0.0896,4,85,89,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,17,0,3,1,Clear,0.24,0.2273,0.38,0.194,4,186,190,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,18,0,3,1,Clear,0.24,0.2424,0.38,0.1343,3,166,169,Siang,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,19,0,3,1,Clear,0.24,0.2576,0.38,0.1045,5,127,132,Malam,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,20,0,3,1,Clear,0.22,0.2273,0.47,0.1642,7,82,89,Malam,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,21,0,3,1,Clear,0.2,0.197,0.51,0.194,3,40,43,Malam,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,22,0,3,1,Clear,0.18,0.197,0.55,0.1343,1,41,42,Malam,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-05,Spring,2011,1,23,0,3,1,Clear,0.2,0.2576,0.47,0.0,1,18,19,Malam,Spring,2011,1,0,3,1,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,January,Low,Low
2011-01-06,Spring,2011,1,0,0,4,1,Clear,0.18,0.2424,0.55,0.0,0,11,11,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,1,0,4,1,Clear,0.16,0.2273,0.64,0.0,0,4,4,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,2,0,4,1,Clear,0.16,0.2273,0.64,0.0,0,2,2,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,4,0,4,1,Mist,0.16,0.197,0.64,0.0896,0,1,1,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,5,0,4,1,Mist,0.14,0.1818,0.69,0.0896,0,4,4,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,6,0,4,1,Mist,0.14,0.1667,0.63,0.1045,0,36,36,Dini Hari,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
2011-01-06,Spring,2011,1,7,0,4,1,Mist,0.16,0.2273,0.59,0.0,0,95,95,Pagi,Spring,2011,1,0,4,1,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,January,Low,Low
